9606	417	0.14596
10090	358	0.12531
3702	330	0.11551
10116	169	0.05915
559292	136	0.0476
9913	115	0.04025
284812	107	0.03745
83333	92	0.0322
6239	87	0.03045
224308	82	0.0287
44689	81	0.02835
39947	81	0.02835
7227	78	0.0273
8355	67	0.02345
7955	63	0.02205
83332	47	0.01645
9031	45	0.01575
99287	35	0.01225
9823	28	0.0098
185431	25	0.00875
8364	25	0.00875
243232	25	0.00875
237561	22	0.0077
227321	18	0.0063
9541	17	0.00595
4577	15	0.00525
9615	14	0.0049
367110	12	0.0042
330879	11	0.00385
36329	11	0.00385
160488	11	0.00385
7159	8	0.0028
85962	8	0.0028
208964	7	0.00245
229533	7	0.00245
170187	7	0.00245
223283	6	0.0021
235443	6	0.0021
226900	4	0.0014
746128	4	0.0014
284591	3	0.00105
3218	3	0.00105
243273	3	0.00105
70601	3	0.00105
7962	3	0.00105
10029	3	0.00105
8022	3	0.00105
284593	3	0.00105
8090	3	0.00105
9986	3	0.00105
510516	2	0.0007
9544	2	0.0007
515849	2	0.0007
272634	2	0.0007
3635	2	0.0007
2681611	2	0.0007
9601	2	0.0007
7091	2	0.0007
39946	2	0.0007
4081	2	0.0007
129470	2	0.0007
6501	1	0.00035
11058	1	0.00035
7165	1	0.00035
45623	1	0.00035
6689	1	0.00035
6523	1	0.00035
336722	1	0.00035
339422	1	0.00035
161934	1	0.00035
1528	1	0.00035
4550	1	0.00035
34613	1	0.00035
273075	1	0.00035
643867	1	0.00035
878	1	0.00035
38881	1	0.00035
224325	1	0.00035
51240	1	0.00035
43335	1	0.00035
9103	1	0.00035
100226	1	0.00035
54571	1	0.00035
4232	1	0.00035
211586	1	0.00035
591157	1	0.00035
425011	1	0.00035
192222	1	0.00035
5671	1	0.00035
11678	1	0.00035
216895	1	0.00035
3880	1	0.00035
8642	1	0.00035
5482	1	0.00035
6853	1	0.00035
99586	1	0.00035
267608	1	0.00035
588858	1	0.00035
78245	1	0.00035
71610	1	0.00035
3055	1	0.00035
4072	1	0.00035
35974	1	0.00035
271848	1	0.00035
5691	1	0.00035
10644	1	0.00035
300852	1	0.00035
1718	1	0.00035
446489	1	0.00035
227882	1	0.00035
3197	1	0.00035
4102	1	0.00035
284590	1	0.00035
10254	1	0.00035
83334	1	0.00035
1515	1	0.00035
255470	1	0.00035
72579	1	0.00035
4113	1	0.00035
33394	1	0.00035
7536	1	0.00035
56722	1	0.00035
3988	1	0.00035
258594	1	0.00035
5823	1	0.00035
5702	1	0.00035
402676	1	0.00035
6728	1	0.00035
2886926	1	0.00035
203543	1	0.00035
40697	1	0.00035
6918	1	0.00035
1221240	1	0.00035
126793	1	0.00035
11706	1	0.00035
404589	1	0.00035
1908	1	0.00035
243274	1	0.00035
75379	1	0.00035
292	1	0.00035
9796	1	0.00035
46015	1	0.00035
198628	1	0.00035
666	1	0.00035
298395	1	0.00035
5476	1	0.00035
561169	1	0.00035
226186	1	0.00035
199310	1	0.00035
10933	1	0.00035
485	1	0.00035
639283	1	0.00035
1111708	1	0.00035
79674	1	0.00035
88448	1	0.00035
1629	1	0.00035
10299	1	0.00035
4530	1	0.00035
39367	1	0.00035
10141	1	0.00035
287	1	0.00035
224326	1	0.00035
511	1	0.00035
1223561	1	0.00035
575788	1	0.00035
8030	1	0.00035
28446	1	0.00035
1509	1	0.00035
9555	1	0.00035
110107	1	0.00035
246196	1	0.00035
224324	1	0.00035
186497	1	0.00035
4043	1	0.00035
431944	1	0.00035
64040	1	0.00035
29729	1	0.00035
347515	1	0.00035
525146	1	0.00035
1938	1	0.00035
3353	1	0.00035
652616	1	0.00035
11670	1	0.00035
79929	1	0.00035
309800	1	0.00035
